10:08:57	20.68	27.01	1.7806848487804254
10:10:02	20.73	26.93	1.7881367890308157
10:11:00	20.80	26.99	1.7943874235290094
10:12:00	20.97	26.83	1.8172286712080843
10:13:01	21.09	26.63	1.835684512500718
10:14:03	21.12	26.61	1.8395716150293369
10:15:05	21.08	26.67	1.8335569609827436
10:16:02	21.05	26.73	1.8286827948409554
10:17:03	21.05	26.79	1.8271853065416452
10:18:01	21.10	26.73	1.8343090098738266
10:18:44	21.06	26.83	1.8273094809229073
10:19:00	21.08	26.87	1.828556123778372
10:21:01	21.08	26.97	1.8260557051761865
